"gene_name","ens_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gbp3","ENSMUSG00000028268",29129.8465864664,-7.42508983674055,0.203340196164161,9.66993083703492e-294,1.25844479913172e-290
"Parp14","ENSMUSG00000034422",11835.2355108436,-3.66859517187911,0.101054453878098,2.48303871365755e-290,3.07754912567041e-287
"Irf1","ENSMUSG00000018899",20273.1587525234,-3.55094340062141,0.0980305205914345,6.17529783600384e-289,7.30593873070491e-286
"Psmb8","ENSMUSG00000024338",8716.46559547006,-3.39909929131723,0.0939532661072127,4.38427090457118e-288,4.96146970018168e-285
"Gbp7","ENSMUSG00000040253",5237.33370360215,-3.98332290496381,0.110542699728531,1.82437888303335e-286,1.97853889864967e-283
"Ifit2","ENSMUSG00000045932",4831.00314521749,-5.99548900485239,0.169436571317838,6.07079311282777e-277,6.32042412562724e-274
"Zc3h12a","ENSMUSG00000042677",3434.20147029725,-4.22141123478995,0.121913930485597,4.22138262985299e-265,4.2259287342236e-262
"Cxcl3","ENSMUSG00000029379",4363.93635590716,-7.41179559359409,0.219031750307048,7.96267225538066e-253,7.67601605418695e-250
"Mlkl","ENSMUSG00000012519",2674.13011123501,-3.45603654829339,0.103853890982498,2.34950462960069e-244,2.11341603182976e-241
"C1ra","ENSMUSG00000055172",10451.5071821334,-6.02202802505153,0.181389767974648,2.35473585842412e-244,2.11341603182976e-241
"Psmb9","ENSMUSG00000096727",4582.11574479687,-3.67462833271305,0.111564104464392,1.08603509543707e-239,9.422440488012e-237
"Cxcl2","ENSMUSG00000058427",1574.64077491421,-7.79214472586067,0.239746002277488,2.25521831846309e-233,1.89351039977282e-230
"Sec22c","ENSMUSG00000061536",1626.36020982443,2.81519334316667,0.0892939252462498,2.68284759549299e-219,2.18216116298411e-216
